idtag,epcRowId,prevsoc,soc,voltage,amper,energy,prevenergy,diffInSec,accDiff,avgDiffInSec,accAvg,offset,levelCode,low,high,insertTime,scaled,amperLevel
14:1F:BA:10:C5:E0,332,81,82,651.9,117.9,227615.4,223738.8,180,10624,150,9291,0,2,107,135,19:01.1,10624,2
14:1F:BA:10:C5:E0,332,82,83,651.9,118.3,230849.9,227615.4,150,10774,120,9411,0,2,107,135,19:01.1,10774,2
14:1F:BA:10:C5:E0,332,83,84,652.1,118.1,233421.1,230849.9,120,10894,135,9546,0,2,107,135,19:01.1,10894,2
14:1F:BA:10:C5:E0,332,84,85,652.1,118,236657.9,233421.1,151,11045,120,9666,0,2,107,135,19:01.1,11045,2
14:1F:BA:10:C5:E0,332,85,86,652.3,118.4,239892.9,236657.9,150,11195,135,9801,0,2,107,135,19:01.1,11195,2
14:1F:BA:10:C5:E0,332,86,87,652.5,118.5,243128.6,239892.9,150,11345,135,9936,0,2,107,135,19:01.1,11345,2
14:1F:BA:10:C5:E0,332,87,88,652.7,118.5,246343.8,243128.6,150,11495,135,10071,0,2,107,135,19:01.1,11495,2
14:1F:BA:10:C5:E0,332,88,89,652.9,118.2,249583.6,246343.8,150,11645,135,10206,0,2,107,135,19:01.1,11645,2
14:1F:BA:10:C5:E0,332,89,90,653.1,118,252823,249583.6,150,11795,150,10356,0,2,107,135,19:01.1,11795,2
14:1F:BA:10:C5:E0,332,90,91,653.3,118.5,256707.6,252823,180,11975,165,10521,0,2,107,135,19:01.1,11975,2
14:1F:BA:10:C5:E0,332,91,92,653.7,118.2,259950.9,256707.6,150,12125,135,10656,0,2,107,135,19:01.1,12125,2
14:1F:BA:10:C5:E0,332,92,93,654.1,118.7,263840,259950.9,180,12305,165,10821,0,2,107,135,19:01.1,12305,2
14:1F:BA:10:C5:E0,332,93,94,654.7,118,267710.7,263840,181,12486,150,10971,0,2,107,135,19:01.1,12486,2
14:1F:BA:10:C5:E0,346,55,56,663.4,151.9,1326.62,4.31,45,45,143,4835,4790,1,140,170,19:01.1,4835,1
14:1F:BA:10:C5:E0,346,56,57,665.5,152,4719.8,1326.62,120,165,180,5015,4790,1,140,170,19:01.1,4955,1
14:1F:BA:10:C5:E0,346,57,58,666.1,151.6,8120.46,4719.8,120,285,165,5180,4790,1,140,170,19:01.1,5075,1
14:1F:BA:10:C5:E0,346,58,59,666.5,152.2,12342.02,8120.46,150,435,196,5376,4790,1,140,170,19:01.1,5225,1
14:1F:BA:10:C5:E0,346,59,60,666.5,152.4,15750.04,12342.02,120,555,180,5556,4790,1,140,170,19:01.1,5345,1
14:1F:BA:10:C5:E0,346,60,61,666.8,152.3,19153.87,15750.04,120,675,180,5736,4790,1,140,170,19:01.1,5465,1
14:1F:BA:10:C5:E0,346,61,62,666.8,150.8,22511.39,19153.87,120,795,180,5916,4790,1,140,170,19:01.1,5585,1
14:1F:BA:10:C5:E0,346,62,63,667,150.7,25895.19,22511.39,120,915,180,6096,4790,1,140,170,19:01.1,5705,1
14:1F:BA:10:C5:E0,346,63,64,667,150.9,30119.1,25895.19,150,1065,195,6291,4790,1,140,170,19:01.1,5855,1
14:1F:BA:10:C5:E0,346,64,65,667,150.6,33479.73,30119.1,120,1185,180,6471,4790,1,140,170,19:01.1,5975,1
14:1F:BA:10:C5:E0,346,65,66,667.4,151,36867.93,33479.73,120,1305,180,6651,4790,1,140,170,19:01.1,6095,1
14:1F:BA:10:C5:E0,346,66,67,667.2,151.3,40229.5,36867.93,120,1425,180,6831,4790,1,140,170,19:01.1,6215,1
14:1F:BA:10:C5:E0,346,67,68,667.6,151.1,43619.48,40229.5,120,1545,180,7011,4790,1,140,170,19:01.1,6335,1
14:1F:BA:10:C5:E0,346,68,69,667.8,151.5,47011.31,43619.48,120,1665,180,7191,4790,1,140,170,19:01.1,6455,1
14:1F:BA:10:C5:E0,346,69,70,668,151.3,51219.49,47011.31,150,1815,195,7386,4790,1,140,170,19:01.1,6605,1
14:1F:BA:10:C5:E0,346,70,71,668.4,151.4,54613.01,51219.49,120,1935,180,7566,4790,1,140,170,19:01.1,6725,1
14:1F:BA:10:C5:E0,346,71,72,668.6,151.4,58010.05,54613.01,120,2055,180,7746,4790,1,140,170,19:01.1,6845,1
14:1F:BA:10:C5:E0,346,72,73,669,151.2,61380.93,58010.05,120,2175,165,7911,4790,1,140,170,19:01.1,6965,1
14:1F:BA:10:C5:E0,346,73,74,669.4,151.4,64782.02,61380.93,120,2295,165,8076,4790,1,140,170,19:01.1,7085,1
14:1F:BA:10:C5:E0,346,74,75,670.1,151.3,68157.03,64782.02,120,2415,150,8226,4790,1,140,170,19:01.1,7205,1
14:1F:BA:10:C5:E0,346,75,76,670.7,151.2,71562.11,68157.03,120,2535,150,8376,4790,1,140,170,19:01.1,7325,1
14:1F:BA:10:C5:E0,346,76,77,671.3,149.7,74966.31,71562.11,120,2655,150,8526,4790,1,140,170,19:01.1,7445,1
14:1F:BA:10:C5:E0,346,77,78,671.9,150.2,78322.94,74966.31,120,2775,150,8676,4790,1,140,170,19:01.1,7565,1
14:1F:BA:10:C5:E0,346,78,79,672.3,149.7,81710.59,78322.94,120,2895,150,8826,4790,1,140,170,19:01.1,7685,1
14:1F:BA:10:C5:E0,346,79,80,672.6,150.2,85073.05,81710.59,120,3015,150,8976,4790,1,140,170,19:01.1,7805,1
14:1F:BA:10:C5:E0,346,80,81,672.8,149.7,89304.79,85073.05,150,3165,165,9141,4790,1,140,170,19:01.1,7955,1
14:1F:BA:10:C5:E0,346,81,82,673,149.5,92697.86,89304.79,120,3285,150,9291,4790,1,140,170,19:01.1,8075,1
14:1F:BA:10:C5:E0,346,82,83,673,150.2,95221.15,92697.86,90,3375,120,9411,4790,1,140,170,19:01.1,8165,1
14:1F:BA:10:C5:E0,346,83,84,673.2,149.5,99456.59,95221.15,150,3525,135,9546,4790,1,140,170,19:01.1,8315,1
14:1F:BA:10:C5:E0,346,84,85,673.2,149.7,102008.2,99456.59,90,3615,120,9666,4790,1,140,170,19:01.1,8405,1
14:1F:BA:10:C5:E0,346,85,86,673.4,149.7,105374.5,102008.2,120,3735,135,9801,4790,1,140,170,19:01.1,8525,1
14:1F:BA:10:C5:E0,346,86,87,673.4,150,108769.3,105374.5,120,3855,135,9936,4790,1,140,170,19:01.1,8645,1
14:1F:BA:10:C5:E0,346,87,88,673.6,150.2,112136.4,108769.3,120,3975,135,10071,4790,1,140,170,19:01.1,8765,1
14:1F:BA:10:C5:E0,346,88,89,673.8,150,115532.6,112136.4,120,4095,135,10206,4790,1,140,170,19:01.1,8885,1
14:1F:BA:10:C5:E0,346,89,90,672.3,127,118577.3,115532.6,150,4245,150,10356,4790,2,107,135,19:01.1,9035,2
14:1F:BA:10:C5:E0,346,90,91,672.6,126.8,122156.5,118577.3,151,4396,165,10521,4790,2,107,135,19:01.1,9186,2
14:1F:BA:10:C5:E0,346,91,92,672.8,126.6,125026.4,122156.5,120,4516,135,10656,4790,2,107,135,19:01.1,9306,2
14:1F:BA:10:C5:E0,346,92,93,673.2,127.2,128610.2,125026.4,151,4667,165,10821,4790,2,107,135,19:01.1,9457,2
14:1F:BA:10:C5:E0,346,93,94,673.4,127.5,131484.9,128610.2,120,4787,150,10971,4790,2,107,135,19:01.1,9577,2
14:1F:BA:10:C5:E0,346,94,95,673.6,126.6,134359.9,131484.9,120,4907,120,11091,4790,2,107,135,19:01.1,9697,2
14:1F:BA:10:C5:E0,346,95,96,674.2,126.6,137950.2,134359.9,151,5058,151,11242,4790,2,107,135,19:01.1,9848,2
14:1F:BA:10:C5:E0,346,96,97,674.6,127.1,140830,137950.2,120,5178,120,11362,4790,2,107,135,19:01.1,9968,2
14:1F:BA:10:C5:E0,346,97,98,675.2,127.7,143715.2,140830,120,5298,120,11482,4790,2,107,135,19:01.1,10088,2
14:1F:BA:10:C5:E0,346,98,99,676.5,127.2,147322.3,143715.2,151,5449,151,11633,4790,2,107,135,19:01.1,10239,2
14:1F:BA:10:C5:E4,324,86,87,674.2,145,2245.18,36.34,78,78,78,334,256,1,140,170,19:01.1,334,1
14:1F:BA:10:C5:E4,324,87,88,674.6,145.1,5533.14,2245.18,120,198,120,454,256,1,140,170,19:01.1,454,1
14:1F:BA:10:C5:E4,324,88,89,674.8,145.2,9637.01,5533.14,150,348,150,604,256,1,140,170,19:01.1,604,1
14:1F:BA:10:C5:E4,324,89,90,674.6,144.6,12899.57,9637.01,120,468,120,724,256,1,140,170,19:01.1,724,1
14:1F:BA:10:C5:E4,324,90,91,674.6,145.4,16189.12,12899.57,120,588,120,844,256,1,140,170,19:01.1,844,1
14:1F:BA:10:C5:E4,324,91,92,674.8,144.9,19481.02,16189.12,120,708,120,964,256,1,140,170,19:01.1,964,1
14:1F:BA:10:C5:E4,324,92,93,674.8,145,23560.84,19481.02,150,858,150,1114,256,1,140,170,19:01.1,1114,1
14:1F:BA:10:C5:E4,324,93,94,675.2,144.8,26852.8,23560.84,120,978,120,1234,256,1,140,170,19:01.1,1234,1
14:1F:BA:10:C5:E4,324,94,95,675.4,145.2,30146.56,26852.8,120,1098,120,1354,256,1,140,170,19:01.1,1354,1
14:1F:BA:10:C5:E4,324,95,96,675.8,144,33413.67,30146.56,120,1218,120,1474,256,1,140,170,19:01.1,1474,1
14:1F:BA:10:C5:E4,324,96,97,676.3,144.7,36698.07,33413.67,120,1338,120,1594,256,1,140,170,19:01.1,1594,1
14:1F:BA:10:C5:E4,324,97,98,677.1,144.5,40802.28,36698.07,150,1488,150,1744,256,1,140,170,19:01.1,1744,1
14:1F:BA:10:C5:E4,324,98,99,678.4,144.2,43252.05,40802.28,90,1578,90,1834,256,1,140,170,19:01.1,1834,1
14:1F:BA:10:C5:E4,569,79,80,647.4,156.2,2637.11,0.05,96,96,96,96,0,1,140,170,19:01.1,96,1
14:1F:BA:10:C5:E4,569,80,81,648.8,155.1,7162.13,2637.11,160,256,160,256,0,1,140,170,19:01.1,256,1
14:1F:BA:10:C5:E6,378,81,82,652.3,122.7,3447.27,0,160,160,155,2279,2119,2,107,135,19:01.1,2279,2
14:1F:BA:10:C5:E6,378,82,83,652.7,123,8168.51,3447.27,211,371,181,2460,2119,2,107,135,19:01.1,2490,2
14:1F:BA:10:C5:E6,378,83,84,652.5,123.2,10863.84,8168.51,120,491,135,2595,2119,2,107,135,19:01.1,2610,2
14:1F:BA:10:C5:E6,378,84,85,652.7,123.7,14228.56,10863.84,151,642,166,2761,2119,2,107,135,19:01.1,2761,2
14:1F:BA:10:C5:E6,378,85,86,652.5,123.3,17593.37,14228.56,151,793,151,2912,2119,2,107,135,19:01.1,2912,2
14:1F:BA:10:C5:E6,378,86,87,652.9,123.7,20293.28,17593.37,120,913,135,3047,2119,2,107,135,19:01.1,3032,2
14:1F:BA:10:C5:E6,378,87,88,652.7,122.9,23662.19,20293.28,151,1064,166,3213,2119,2,107,135,19:01.1,3183,2
14:1F:BA:10:C5:E6,378,88,89,652.9,123.2,27032.77,23662.19,151,1215,166,3379,2119,2,107,135,19:01.1,3334,2
14:1F:BA:10:C5:E6,378,89,90,652.9,123.1,30401.67,27032.77,151,1366,166,3545,2119,2,107,135,19:01.1,3485,2
14:1F:BA:10:C5:E6,378,90,91,652.9,123.7,34441.6,30401.67,181,1547,181,3726,2119,2,107,135,19:01.1,3666,2
14:1F:BA:10:C5:E6,378,91,92,652.9,123.7,37833.9,34441.6,150,1697,165,3891,2119,2,107,135,19:01.1,3816,2
14:1F:BA:10:C5:E6,378,92,93,653.2,123.1,41207.59,37833.9,151,1848,181,4072,2119,2,107,135,19:01.1,3967,2
14:1F:BA:10:C5:E6,378,93,94,653.6,123.3,45252,41207.59,181,2029,196,4268,2119,2,107,135,19:01.1,4148,2
14:1F:BA:10:C5:E6,465,70,71,640.8,123.4,4661.19,0,254,254,254,254,0,2,107,135,19:01.1,254,2
14:1F:BA:10:C5:E6,465,71,72,643.3,123.9,9380.4,4661.19,241,495,241,495,0,2,107,135,19:01.1,495,2
14:1F:BA:10:C5:E6,465,72,73,644.5,123.8,14073.93,9380.4,211,706,211,706,0,2,107,135,19:01.1,706,2
14:1F:BA:10:C5:E6,465,73,74,645.2,122.8,18753.28,14073.93,211,917,211,917,0,2,107,135,19:01.1,917,2
14:1F:BA:10:C5:E6,465,74,75,645.2,123.2,22786.76,18753.28,181,1098,181,1098,0,2,107,135,19:01.1,1098,2
14:1F:BA:10:C5:E6,465,75,76,645,122.3,26785.36,22786.76,181,1279,181,1279,0,2,107,135,19:01.1,1279,2
14:1F:BA:10:C5:E6,465,76,77,644.5,119.3,30701.21,26785.36,181,1460,181,1460,0,2,107,135,19:01.1,1460,2
14:1F:BA:10:C5:E6,465,77,78,644.1,117.8,34559.12,30701.21,181,1641,181,1641,0,2,107,135,19:01.1,1641,2
14:1F:BA:10:C5:E6,465,78,79,643.7,115.2,38329.27,34559.12,181,1822,181,1822,0,2,107,135,19:01.1,1822,2
14:1F:BA:10:C5:E6,465,79,80,643.5,114.1,41424.9,38329.27,151,1973,151,1973,0,2,107,135,19:01.1,1973,2
14:1F:BA:10:C5:E6,465,80,81,643.3,113.4,44507.63,41424.9,151,2124,151,2124,0,2,107,135,19:01.1,2124,2
14:1F:BA:10:C5:E6,465,81,82,643.3,113.8,47575.29,44507.63,151,2275,155,2279,0,2,107,135,19:01.1,2275,2
14:1F:BA:10:C5:E6,465,82,83,643.1,112.7,50632.43,47575.29,151,2426,181,2460,0,2,107,135,19:01.1,2426,2
14:1F:BA:10:C5:E6,465,83,84,643.1,112.4,53670.55,50632.43,151,2577,135,2595,0,2,107,135,19:01.1,2577,2
14:1F:BA:10:C5:E6,465,84,85,643.1,111.8,57297.97,53670.55,181,2758,166,2761,0,2,107,135,19:01.1,2758,2
14:1F:BA:10:C5:E6,465,85,86,643.1,113.3,60354.15,57297.97,151,2909,151,2912,0,2,107,135,19:01.1,2909,2
14:1F:BA:10:C5:E6,465,86,87,643.1,112.1,63360.37,60354.15,150,3059,135,3047,0,2,107,135,19:01.1,3059,2
14:1F:BA:10:C5:E6,465,87,88,643.1,111.2,67001.07,63360.37,181,3240,166,3213,0,2,107,135,19:01.1,3240,2
14:1F:BA:10:C5:E6,465,88,89,643.1,111.7,70613.41,67001.07,181,3421,166,3379,0,2,107,135,19:01.1,3421,2
14:1F:BA:10:C5:E6,465,89,90,643.3,111.7,74233.35,70613.41,181,3602,166,3545,0,2,107,135,19:01.1,3602,2
14:1F:BA:10:C5:E6,465,90,91,643.3,113.1,77870.57,74233.35,181,3783,181,3726,0,2,107,135,19:01.1,3783,2
14:1F:BA:10:C5:E6,465,91,92,643.3,111.7,81493.85,77870.57,181,3964,165,3891,0,2,107,135,19:01.1,3964,2
14:1F:BA:10:C5:E6,465,92,93,643.5,112.1,85721.12,81493.85,211,4175,181,4072,0,2,107,135,19:01.1,4175,2
14:1F:BA:10:C5:E6,465,93,94,643.7,111.8,89966.02,85721.12,211,4386,196,4268,0,2,107,135,19:01.1,4386,2
14:1F:BA:10:C5:E7,370,61,62,641.6,123.9,1479.95,0,86,86,148,6687,6601,2,107,135,19:01.1,6687,2
14:1F:BA:10:C5:E7,370,62,63,643.1,123.4,6239.76,1479.95,241,327,226,6913,6601,2,107,135,19:01.1,6928,2
14:1F:BA:10:C5:E7,370,63,64,643.9,124.4,10920.67,6239.76,211,538,226,7139,6601,2,107,135,19:01.1,7139,2
14:1F:BA:10:C5:E7,370,64,65,644.5,124.1,15633.48,10920.67,211,749,211,7350,6601,2,107,135,19:01.1,7350,2
14:1F:BA:10:C5:E7,370,65,66,645.2,124.9,21033.4,15633.48,241,990,226,7576,6601,2,107,135,19:01.1,7591,2
14:1F:BA:10:C5:E7,370,66,67,645.6,124.2,25741.03,21033.4,211,1201,210,7786,6601,2,107,135,19:01.1,7802,2
14:1F:BA:10:C5:E7,370,67,68,646.4,124.8,31153.02,25741.03,241,1442,226,8012,6601,2,107,135,19:01.1,8043,2
14:1F:BA:10:C5:E7,370,68,69,647.2,124.7,35876.25,31153.02,211,1653,211,8223,6601,2,107,135,19:01.1,8254,2
14:1F:BA:10:C5:E7,370,69,70,648.3,124.3,40626.45,35876.25,211,1864,211,8434,6601,2,107,135,19:01.1,8465,2
14:1F:BA:10:C5:E7,370,70,71,649.1,124.8,46039.9,40626.45,241,2105,215,8649,6601,2,107,135,19:01.1,8706,2
14:1F:BA:10:C5:E7,370,71,72,649.5,124.3,50806.02,46039.9,211,2316,191,8840,6601,2,107,135,19:01.1,8917,2
14:1F:BA:10:C5:E7,370,72,73,649.9,124.4,55555.42,50806.02,211,2527,200,9040,6601,2,107,135,19:01.1,9128,2
14:1F:BA:10:C5:E7,370,73,74,649.7,125,61002.1,55555.42,241,2768,173,9213,6601,2,107,135,19:01.1,9369,2
14:1F:BA:10:C5:E7,370,74,75,649.9,124.4,65778.32,61002.1,211,2979,188,9401,6601,2,107,135,19:01.1,9580,2
14:1F:BA:10:C5:E7,370,75,76,650.2,124.6,70527.35,65778.32,211,3190,188,9589,6601,2,107,135,19:01.1,9791,2
14:1F:BA:10:C5:E7,370,76,77,650.2,124.5,75978.75,70527.35,241,3431,180,9769,6601,2,107,135,19:01.1,10032,2
14:1F:BA:10:C5:E7,370,77,78,649.9,124.4,80752.81,75978.75,211,3642,165,9934,6601,2,107,135,19:01.1,10243,2
14:1F:BA:10:C5:E7,370,78,79,650.4,125.8,84830.08,80752.81,181,3823,165,10099,6601,2,107,135,19:01.1,10424,2
14:1F:BA:10:C5:E7,370,79,80,650.2,124.5,88909.06,84830.08,181,4004,142,10241,6601,2,107,135,19:01.1,10605,2
14:1F:BA:10:C5:E7,370,80,81,650.6,124.2,92984.55,88909.06,181,4185,143,10384,6601,2,107,135,19:01.1,10786,2
14:1F:BA:10:C5:E7,370,81,82,650.6,124,96386.04,92984.55,151,4336,135,10519,6601,2,107,135,19:01.1,10937,2
14:1F:BA:10:C5:E7,370,82,83,650.8,125.7,100485.2,96386.04,181,4517,150,10669,6601,2,107,135,19:01.1,11118,2
14:1F:BA:10:C5:E7,370,83,84,651,125.3,104566,100485.2,181,4698,135,10804,6601,2,107,135,19:01.1,11299,2
14:1F:BA:10:C5:E7,370,84,85,650.6,124.8,107968.4,104566,151,4849,135,10939,6601,2,107,135,19:01.1,11450,2
14:1F:BA:10:C5:E7,370,85,86,651,124.2,112051.9,107968.4,181,5030,142,11081,6601,2,107,135,19:01.1,11631,2
14:1F:BA:10:C5:E7,370,86,87,651,124.4,116155,112051.9,181,5211,135,11216,6601,2,107,135,19:01.1,11812,2
14:1F:BA:10:C5:E7,370,87,88,651.4,124.4,119565,116155,151,5362,135,11351,6601,2,107,135,19:01.1,11963,2
14:1F:BA:10:C5:E7,370,88,89,651.4,124.5,122973.3,119565,150,5512,135,11486,6601,2,107,135,19:01.1,12113,2
14:1F:BA:10:C5:E7,370,89,90,651.6,124.1,126383.3,122973.3,151,5663,150,11636,6601,2,107,135,19:01.1,12264,2
14:1F:BA:10:C5:E7,370,90,91,651.4,124.5,129793.8,126383.3,151,5814,143,11779,6601,2,107,135,19:01.1,12415,2
14:1F:BA:10:C5:E7,370,91,92,651.8,124.9,133206.1,129793.8,151,5965,150,11929,6601,2,107,135,19:01.1,12566,2
14:1F:BA:10:C5:E7,370,92,93,652,125.6,137295.1,133206.1,181,6146,158,12087,6601,2,107,135,19:01.1,12747,2
14:1F:BA:10:C5:E7,370,93,94,652,125.6,140705.5,137295.1,151,6297,158,12245,6601,2,107,135,19:01.1,12898,2
14:1F:BA:10:C5:E7,475,70,71,647.9,127.4,4743.35,0,226,226,215,8649,8423,2,107,135,19:01.1,8649,2
14:1F:BA:10:C5:E7,475,71,72,649.3,127.4,8897.81,4743.35,181,407,191,8840,8423,2,107,135,19:01.1,8830,2
14:1F:BA:10:C5:E7,475,72,73,649.9,128,13753.72,8897.81,211,618,200,9040,8423,2,107,135,19:01.1,9041,2
14:1F:BA:10:C5:E7,475,73,74,649.6,128,17945.99,13753.72,181,799,173,9213,8423,2,107,135,19:01.1,9222,2
14:1F:BA:10:C5:E7,475,74,75,649.9,128.1,21424.54,17945.99,151,950,188,9401,8423,2,107,135,19:01.1,9373,2
14:1F:BA:10:C5:E7,475,75,76,649.9,127.2,25596.46,21424.54,181,1131,188,9589,8423,2,107,135,19:01.1,9554,2
14:1F:BA:10:C5:E7,475,76,77,649.9,127.5,29080.67,25596.46,151,1282,180,9769,8423,2,107,135,19:01.1,9705,2
14:1F:BA:10:C5:E7,475,77,78,649.9,128.1,32533.58,29080.67,151,1433,165,9934,8423,2,107,135,19:01.1,9856,2
14:1F:BA:10:C5:E7,475,78,79,649.9,128.6,36016.57,32533.58,150,1583,165,10099,8423,2,107,135,19:01.1,10006,2
14:1F:BA:10:C5:E7,475,79,80,649.9,127.7,38782.83,36016.57,120,1703,142,10241,8423,2,107,135,19:01.1,10126,2
14:1F:BA:10:C5:E7,475,80,81,649.9,127.5,42290.72,38782.83,151,1854,143,10384,8423,2,107,135,19:01.1,10277,2
14:1F:BA:10:C5:E7,475,81,82,649.9,127.7,45060.49,42290.72,120,1974,135,10519,8423,2,107,135,19:01.1,10397,2
14:1F:BA:10:C5:E7,475,82,83,649.9,127.8,48545.19,45060.49,151,2125,150,10669,8423,2,107,135,19:01.1,10548,2
14:1F:BA:10:C5:E7,475,83,84,650.2,127.6,51339.82,48545.19,120,2245,135,10804,8423,2,107,135,19:01.1,10668,2
14:1F:BA:10:C5:E7,475,84,85,650.2,127.5,54826.72,51339.82,151,2396,135,10939,8423,2,107,135,19:01.1,10819,2
14:1F:BA:10:C5:E7,475,85,86,650.5,127.5,57620.71,54826.72,120,2516,142,11081,8423,2,107,135,19:01.1,10939,2
14:1F:BA:10:C5:E7,475,86,87,650.5,128.1,60414.43,57620.71,120,2636,135,11216,8423,2,107,135,19:01.1,11059,2
14:1F:BA:10:C5:E7,475,87,88,650.5,127.8,63901.38,60414.43,151,2787,135,11351,8423,2,107,135,19:01.1,11210,2
14:1F:BA:10:C5:E7,475,88,89,650.5,127.8,66694.8,63901.38,120,2907,135,11486,8423,2,107,135,19:01.1,11330,2
14:1F:BA:10:C5:E7,475,89,90,650.5,127.5,70181.74,66694.8,151,3058,150,11636,8423,2,107,135,19:01.1,11481,2
14:1F:BA:10:C5:E7,475,90,91,650.5,127.9,73670.45,70181.74,151,3209,143,11779,8423,2,107,135,19:01.1,11632,2
14:1F:BA:10:C5:E7,475,91,92,650.7,128.5,77157.8,73670.45,151,3360,150,11929,8423,2,107,135,19:01.1,11783,2
14:1F:BA:10:C5:E7,475,92,93,650.7,128.7,81363.5,77157.8,181,3541,158,12087,8423,2,107,135,19:01.1,11964,2
14:1F:BA:10:C5:E7,475,93,94,651.3,127.7,84852.91,81363.5,151,3692,158,12245,8423,2,107,135,19:01.1,12115,2
14:1F:BA:10:C5:E7,478,73,74,648.8,156.3,2604.7,0,90,90,173,9213,9123,1,140,170,19:01.1,9213,1
14:1F:BA:10:C5:E7,478,74,75,651.3,156,7701.32,2604.7,180,270,188,9401,9123,1,140,170,19:01.1,9393,1
14:1F:BA:10:C5:E7,478,75,76,652.4,155.1,12796.97,7701.32,181,451,188,9589,9123,1,140,170,19:01.1,9574,1
14:1F:BA:10:C5:E7,478,76,77,652.4,155.8,17893.67,12796.97,180,631,180,9769,9123,1,140,170,19:01.1,9754,1
14:1F:BA:10:C5:E7,478,77,78,652.4,155.6,21300.26,17893.67,120,751,165,9934,9123,1,140,170,19:01.1,9874,1
14:1F:BA:10:C5:E7,478,78,79,652.1,155.6,25523.72,21300.26,150,901,165,10099,9123,1,140,170,19:01.1,10024,1
14:1F:BA:10:C5:E7,478,79,80,652.4,155.6,28930.93,25523.72,120,1021,142,10241,9123,1,140,170,19:01.1,10144,1
14:1F:BA:10:C5:E7,478,80,81,652.4,155.6,31465.19,28930.93,90,1111,143,10384,9123,1,140,170,19:01.1,10234,1
14:1F:BA:10:C5:E7,478,81,82,652.4,155.6,34872.66,31465.19,120,1231,135,10519,9123,1,140,170,19:01.1,10354,1
14:1F:BA:10:C5:E7,478,82,83,652.4,155.1,38280.52,34872.66,120,1351,150,10669,9123,1,140,170,19:01.1,10474,1
14:1F:BA:10:C5:E7,478,83,84,652.4,155.6,40815.53,38280.52,90,1441,135,10804,9123,1,140,170,19:01.1,10564,1
14:1F:BA:10:C5:E7,478,84,85,652.4,155.2,44224.01,40815.53,120,1561,135,10939,9123,1,140,170,19:01.1,10684,1
14:1F:BA:10:C5:E7,478,85,86,652.4,155.2,47604.93,44224.01,120,1681,142,11081,9123,1,140,170,19:01.1,10804,1
14:1F:BA:10:C5:E7,478,86,87,652.7,155.5,51014.75,47604.93,120,1801,135,11216,9123,1,140,170,19:01.1,10924,1
14:1F:BA:10:C5:E7,478,87,88,653,155.1,54426.02,51014.75,120,1921,135,11351,9123,1,140,170,19:01.1,11044,1
14:1F:BA:10:C5:E7,478,88,89,653,155,57809.34,54426.02,120,2041,135,11486,9123,1,140,170,19:01.1,11164,1
14:1F:BA:10:C5:E7,478,89,90,653,155.3,62066.32,57809.34,150,2191,150,11636,9123,1,140,170,19:01.1,11314,1
14:1F:BA:10:C5:E7,478,90,91,653.6,155.3,65474.59,62066.32,120,2311,143,11779,9123,1,140,170,19:01.1,11434,1
14:1F:BA:10:C5:E7,478,91,92,653.3,154.7,69726.65,65474.59,150,2461,150,11929,9123,1,140,170,19:01.1,11584,1
14:1F:BA:10:C5:E7,478,92,93,653.8,155.4,73098.12,69726.65,120,2581,158,12087,9123,1,140,170,19:01.1,11704,1
14:1F:BA:10:C5:E7,478,93,94,654.1,154.8,78188.49,73098.12,180,2761,158,12245,9123,1,140,170,19:01.1,11884,1
14:1F:BA:10:C5:E7,674,30,31,632.2,115.4,2892.43,0.4,148,148,148,148,0,2,107,135,19:01.1,148,2
14:1F:BA:10:C5:E7,674,31,32,637.7,116,6596.47,2892.43,181,329,181,329,0,2,107,135,19:01.1,329,2
14:1F:BA:10:C5:E7,674,32,33,637.9,116.1,10301.03,6596.47,181,510,181,510,0,2,107,135,19:01.1,510,2
14:1F:BA:10:C5:E7,674,33,34,637.9,116,14004.2,10301.03,181,691,181,691,0,2,107,135,19:01.1,691,2
14:1F:BA:10:C5:E7,674,34,35,637.9,115.8,18339.62,14004.2,211,902,211,902,0,2,107,135,19:01.1,902,2
14:1F:BA:10:C5:E7,674,35,36,637.9,115.7,22672.79,18339.62,211,1113,211,1113,0,2,107,135,19:01.1,1113,2
14:1F:BA:10:C5:E7,674,36,37,637.9,115.2,26984.27,22672.79,211,1324,211,1324,0,2,107,135,19:01.1,1324,2
14:1F:BA:10:C5:E7,674,37,38,637.9,115,31313.71,26984.27,211,1535,211,1535,0,2,107,135,19:01.1,1535,2
14:1F:BA:10:C5:E7,674,38,39,637.9,116,35622.58,31313.71,211,1746,211,1746,0,2,107,135,19:01.1,1746,2
14:1F:BA:10:C5:E7,674,39,40,637.9,115.9,40564.83,35622.58,241,1987,241,1987,0,2,107,135,19:01.1,1987,2
14:1F:BA:10:C5:E7,674,40,41,637.9,114.9,44888.32,40564.83,211,2198,211,2198,0,2,107,135,19:01.1,2198,2
14:1F:BA:10:C5:E7,674,41,42,637.9,115.1,49189.97,44888.32,211,2409,211,2409,0,2,107,135,19:01.1,2409,2
14:1F:BA:10:C5:E7,674,42,43,637.9,114.4,53492.48,49189.97,211,2620,211,2620,0,2,107,135,19:01.1,2620,2
14:1F:BA:10:C5:E7,674,43,44,637.9,113.7,57780.41,53492.48,211,2831,211,2831,0,2,107,135,19:01.1,2831,2
14:1F:BA:10:C5:E7,674,44,45,637.9,114.9,62665.62,57780.41,242,3073,242,3073,0,2,107,135,19:01.1,3073,2
